,Description,commenting,ogling,groping,cleaned_text
5274,A boy commented when I was sleeping on terrace from the under construction multiplex,1,0,0,boy commented sleeping terrace construction multiplex
5275,"Groups of drug addicts, gamblers and alcoholics hang around the road leading from our society to Lower Parel Station making it very unsafe to take that route especially after dark.",0,0,0,group drug addict gambler alcoholic hang around road leading society lower parel station making unsafe take route especially dark
5276,took pictures without permission.,0,1,1,took picture without permission
5277,a man who wa following me to the shop came and touched my butt.he tried to do it again but I ran away,0,0,0,man wa following shop came touched butt tried ran away
5278,walking on the road while going to class,1,0,0,walking road going class
5279,"I went to the Bengali Market at around 9 to purchase some medicines as i was having viral and needed the antibiotics. While on my way back, i heard somebody whispering around my ears and when i looked around i found a boy roughly in the age group of 1214 riding on a bicycle. He went ahead of me but kept looking back and making gestures. A few seconds later he returned and repeated the same.When he was about to make his third attempt, i picked up my phone to make a call, seeing that he hurried to the Mandi house golambar. I ignored the first time he whispered and commented but when he dared to do that the second time i was almost infuriated. But i was alone and the huge lane around FICCI was completely dark and deserted except a few ice cream vendors or men loitering around. I could have easily thrashed the boy, but what stopped me was the fact that i didn't know what ugly turn the situation would take. I was in a state of shock as i couldn't believe a boy of  12 yrs would dare to do something like this on his own. The irony is that i am a law student and have been advocating for the rights of the juveniles in my papers.",1,1,0,went bengali market around 9 purchase medicine viral needed antibiotic way back heard somebody whispering around ear looked around found boy roughly age group 1214 riding bicycle went ahead kept looking back making gesture second later returned repeated make third attempt picked phone make call seeing hurried mandi house golambar ignored first time whispered commented dared second time almost infuriated alone huge lane around ficci completely dark deserted except ice cream vendor men loitering around could easily thrashed boy stopped fact know ugly turn situation would take state shock believe boy 12 yr would dare something like irony law student advocating right juvenile paper
5280,"Witnessed a flasher in a car, a guy passed lewd comments while waiting at a metro station.",0,0,0,witnessed flasher car guy passed lewd comment waiting metro station
5281,"ogling/facial expressions,touching/groping,others",0,1,1,ogling facial expression touching groping others
5282,a friend of mine was an only child who belonged to a good family. her parents worked away for hours and left her in the hands of a male servant. while they were away he would sexually harass her in their own home.,0,1,1,friend mine child belonged good family parent worked away hour left hand male servant away would sexually harass home
5283,A man who was drunk felt me and ran.It happened in the evening.,0,0,1,man drunk felt ran happened evening
5284,I was standing in the metro and someone touched my hand. His smirk told me that he did it deliberately.,0,0,1,standing metro someone touched hand smirk told deliberately
5285,"This incident took place near Kamla Nagar market,in front of Kirori Mal college.At evening,while I was returning from a place,one middle aged man who was sitting in front of Kirori Mal College,suddenly started to comment at me,along with obscene facial expressions,sexual invites.I tried to ignore at first but he kept on doing this.As there was no other person at that point of time,I panicked and ran away when he started to come near me.",1,1,0,incident took place near kamla nagar market front kirori mal college evening returning place one middle aged man sitting front kirori mal college suddenly started comment along obscene facial expression sexual invite tried ignore first kept no person point time panicked ran away started come near
